CANADA ENERGY REGULATOR - REGULATORY INSTRUMENTS REPORT - SEPTEMBER 2014 TO 30 SEPTEMBER 2019,,,,,,,,,,,,,,
File Number,"Regulatory 
Instrument 
Number",Issued To Company,"Board 
Item Identifier",,"Issued 
Date","Effective 
Date","Expire 
Date",Sunset Date,"Gic 
Approval 
Required","Sent To
Minister 
Date","Minister To 
Privy Council 
Office Date","Privy Council
Office Approval 
Number","Privy Council 
Office Approval 
Date","Reg Docs 
Number"
OF-Fac-Gas-W102-2018-07 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,2/7/2019,2/7/2019,2/7/2019,,,No,,,,,A97863
OF-Fac-Oil-P123-2018-01 01,XO-P123-003-2019,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnership",190207.1,2/7/2019,2/7/2019,2/7/2019,,2/7/2022,No,,,,,A97861
OF-Fac-Oil-P123-2018-01 01,MO-003-2019,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnership",190207.1,2/7/2019,2/7/2019,2/7/2019,,2/7/2022,No,,,,,A97861
OF-EI-Gas-GO-P794 01,GO-026-2019,Pembina Empress NGL Partnership,190207.2,2/7/2019,2/7/2019,2/8/2019,2/7/2021,,No,,,,,A97850
OF-Fac-Oil-T260-2017-02 01,Letter,Trans Mountain Pipeline ULC,,2/6/2019,2/6/2019,2/6/2019,,,No,,,,,A97836
OF-Tolls-TollsGen 21,Letter,Multi Client,190206.1,2/6/2019,2/6/2019,2/6/2019,,,No,,,,,A97843
OF-Surv-Gen-DIO 01,Letter,National Energy Board,190205.3,2/5/2019,2/5/2019,2/5/2019,,,No,,,,,
OF-Fac-Gas-N081-2014-11 01,Letter,NOVA Gas Transmission Ltd.,190205.1,2/5/2019,2/5/2019,2/5/2019,,,No,,,,,A97820
OF-Fac-Gas-N081-2018-11 01,GPLO-N081-008-2019,NOVA Gas Transmission Ltd.,190205.2,2/5/2019,2/5/2019,2/5/2019,,,No,,,,,A97821
OF-Tolls-Group1-T211-2018-03 01,Letter,TransCanada PipeLines Limited,,2/4/2019,2/5/2019,2/5/2019,,,No,,,,,A97816
OF-Surv-OpAud-E236-2018-2019 01,Letter,Emera Brunswick Pipeline Company Ltd.,,2/4/2019,2/4/2019,2/4/2019,,,No,,,,,
OF-Fac-Gas-W102-2018-10 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",190204.1,2/4/2019,2/4/2019,2/4/2019,,,No,,,,,A97808
OF-Fac-Gas-W102-2018-11 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",190204.2,2/4/2019,2/4/2019,2/4/2019,,,No,,,,,A97807
OF-Fac-Gas-W102-2018-12 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",190204.3,2/4/2019,2/4/2019,2/4/2019,,,No,,,,,A97809
OF-Fac-Gas-A174-2016-01 03,Letter,"AltaGas Holdings Inc. for and 
on behalf of AltaGas Pipeline Partnership",190201.1,2/1/2019,2/1/2019,2/1/2019,,,No,,,,,A97779
OF-Fac-Gas-W102-2019-01 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,2/1/2019,2/1/2019,2/1/2019,,,No,,,,,A97783
OF-Fac-Gas-N081-2018-13 01,GPMO-N081-003-2019,NOVA Gas Transmission Ltd.,190131.2,1/31/2019,1/31/2019,1/31/2019,,,No,,,,,A97746
OF-Fac-PipeGen-T211 04,Letter,TransCanada PipeLines Limited,,1/31/2019,1/31/2019,1/31/2019,,,No,,,,,A97750
OF-EI-Gas-GO-U107 01,GO-025-2019,UGI Energy Services LLC,190131.1,1/31/2019,1/31/2019,2/1/2019,1/31/2021,,No,,,,,A97738
OF-EI-Gas-GO-S312 01,GO-023-2019,St. Lawrence Gas Company Inc.,190130.1,1/30/2019,1/30/2019,2/9/2019,2/8/2021,,No,,,,,A97719
OF-EI-Gas-GO-S312 01,GO-024-2019,St. Lawrence Gas Company Inc.,190130.1,1/30/2019,1/30/2019,4/1/2019,3/31/2021,,No,,,,,A97719
OF-EI-Gas-GO-S398 01,GO-022-2019,Saranac Power Partners L.P.,190129.1,1/29/2019,1/29/2019,1/29/2019,1/28/2021,,No,,,,,A97702
OF-Fac-Gas-W102-2018-07 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,1/29/2019,1/29/2019,1/29/2019,,,No,,,,,A97691
OF-EI-Gas-GO-S297 01,GO-020-2019,Southern California Gas Company (SoCal),190128.1,1/28/2019,1/28/2019,2/1/2019,1/31/2021,,No,,,,,A97673
OF-EI-Gas-GO-S297 01,GO-021-2019,Southern California Gas Company (SoCal),190128.1,1/28/2019,1/28/2019,2/1/2019,1/31/2021,,No,,,,,A97673
OF-Tolls-Group1-T211-2017-04 01,Letter,TransCanada PipeLines Limited,190128.2,1/28/2019,1/28/2019,1/28/2019,,,No,,,,,A97674
OF-Fac-Gas-W102-2018-07 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,1/28/2019,1/28/2019,1/28/2019,,,No,,,,,A97682
OF-Fac-Gas-Z061-2018-01 01,MO-001-2019,"AltaGas Holdings Inc. for and on behalf of AltaGas Pipeline Partnership, 2133151 Alberta Ltd., for and on behalf of 
Suffield Processing Limited Partnership",190128.3,1/28/2019,1/28/2019,1/28/2019,,4/15/2019,No,,,,,A97681
OF-EI-Gas-GO-C917 01,GO-018-2019,Citigroup Energy Canada ULC,190125.3,1/25/2019,1/25/2019,3/23/2019,3/22/2021,,No,,,,,A97632
OF-EI-Gas-GO-C917 01,GO-019-2019,Citigroup Energy Canada ULC,190125.3,1/25/2019,1/25/2019,3/23/2019,3/22/2021,,No,,,,,A97632
OF-EI-Gas-GO-F157 01,GO-016-2019,Ferus Natural Gas Fuels (CNG) LLC,190125.2,1/25/2019,1/25/2019,1/26/2019,1/25/2021,,No,,,,,A97663
OF-EI-Gas-GO-F157 01,GO-017-2019,Ferus Natural Gas Fuels (CNG) LLC,190125.2,1/25/2019,1/25/2019,1/26/2019,1/25/2021,,No,,,,,A97663
OF-EI-Oil-ST-C1012 01,AO-001-ROE-087-2019,CNOOC PETROLEUM NORTH AMERICA ULC,190125.1,1/25/2019,1/25/2019,1/25/2019,2/19/2019,,No,,,,,A97631
OF-Fac-Gas-N081-2018-25 01,Letter,NOVA Gas Transmission Ltd.,190124.1,1/24/2019,1/24/2019,1/24/2019,,,No,,,,,A97642
OF-EI-Gas-GO-S386 01,GO-012-2019,Shell Energy North America (Canada) Inc.,190123.1,1/23/2019,1/23/2019,2/27/2019,2/26/2021,,No,,,,,A97582
OF-EI-Gas-GO-S386 01,GO-013-2019,Shell Energy North America (Canada) Inc.,190123.1,1/23/2019,1/23/2019,2/27/2019,2/26/2021,,No,,,,,A97582
OF-EI-Gas-GO-B267 01,GO-014-2019,"Bio-Urja Trading, LLC",190123.3,1/23/2019,1/23/2019,1/24/2019,1/23/2021,,No,,,,,A97584
OF-EI-Gas-GO-B267 01,GO-015-2019,"Bio-Urja Trading, LLC",190123.3,1/23/2019,1/23/2019,1/24/2019,1/23/2021,,No,,,,,A97584
OF-Surv-OpAud-A174-2018-2019 01,Letter,"AltaGas Holdings Inc. for and 
on behalf of AltaGas Pipeline Partnership",,1/23/2019,1/23/2019,1/23/2019,,,No,,,,,
OF-EI-Oil-ST-C1011 01,ROE-176-2019,Calgary Advantage Petroleum Corp.,190123.2,1/23/2019,1/23/2019,1/24/2019,12/31/2019,,No,,,,,A97583
OF-Fac-Gas-N081-2017-22 01,GPLO-N081-006-2019,NOVA Gas Transmission Ltd.,190122.1,1/22/2019,1/22/2019,1/22/2019,,,No,,,,,A97516
OF-Fac-Gas-N081-2017-22 01,GPLO-N081-007-2019,NOVA Gas Transmission Ltd.,190122.2,1/22/2019,1/22/2019,1/22/2019,,,No,,,,,A97504
OF-Fac-Gas-N081-2017-22 01,AO-004-XG-N081-010-2018,NOVA Gas Transmission Ltd.,190122.4,1/22/2019,1/22/2019,1/22/2019,,,No,,,,,A97519
OF-Fac-Gas-N081-2017-22 01,AO-002-MO-050-2018,NOVA Gas Transmission Ltd.,190122.4,1/22/2019,1/22/2019,1/22/2019,,,No,,,,,A97519
OF-Fac-Gas-W102-2018-07 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,1/22/2019,1/22/2019,1/22/2019,,,No,,,,,A97556
OF-EI-Gas-PB-ST-S851 01,EPR-077-2019,"Star Tank Lines, Inc.",190121.3,1/22/2019,1/22/2019,1/23/2019,12/31/2019,,No,,,,,A97518
OF-EI-Gas-LNG-C1010 01,GO-011-2019,"China Machinery Engineering Suzhou Co., Ltd.",190122.3,1/22/2019,1/22/2019,1/23/2019,1/22/2021,,No,,,,,A97558
OF-Fac-Oil-T241-2009-01 02,Letter,TransCanada Keystone Pipeline GP Ltd.,,1/21/2019,1/21/2019,1/21/2019,,,No,,,,,A97456
OF-Fac-Gas-N081-2017-22 01,GPSO-N081-003-2019,NOVA Gas Transmission Ltd.,190121.1,1/21/2019,1/21/2019,1/21/2019,,,No,,,,,A97457
OF-Fac-Gas-N081-2018-18 01,Letter,NOVA Gas Transmission Ltd.,190121.2,1/21/2019,1/21/2019,1/21/2019,,,No,,,,,A97454
OF-EI-Gas-GO-M725 01,GO-009-2019,Mercuria Commodities Canada Corporation,190118.3,1/18/2019,1/18/2019,3/25/2019,3/24/2021,,No,,,,,A97439
OF-EI-Gas-GO-M725 01,GO-010-2019,Mercuria Commodities Canada Corporation,190118.3,1/18/2019,1/18/2019,3/25/2019,3/24/2021,,No,,,,,A97439
OF-Fac-Gas-T211-2017-04 01,GPMO-T211-002-2019,TransCanada PipeLines Limited,190118.1,1/18/2019,1/18/2019,1/18/2019,,,No,,,,,A97438
OF-Fac-Gas-N081-2017-22 01,GPSO-N081-002-2019,NOVA Gas Transmission Ltd.,190118.4,1/18/2019,1/18/2019,1/18/2019,,,No,,,,,A97437
OF-EI-Oil-ST-L399 01,ROE-175-2019,"LINCOLN OIL CO., INC.",190118.2,1/18/2019,1/18/2019,1/19/2019,12/31/2020,,No,,,,,A97433
OF-EI-Gas-GO-H138 01,GO-007-2019,Hartree Partners LP,190117.5,1/17/2019,1/17/2019,3/9/2019,3/8/2021,,No,,,,,A97414
OF-EI-Gas-GO-H138 01,GO-008-2019,Hartree Partners LP,190117.5,1/17/2019,1/17/2019,3/9/2019,3/8/2021,,No,,,,,A97414
OF-Fac-Gas-N081-2013-10 03,Letter,NOVA Gas Transmission Ltd.,190117.3,1/17/2019,1/17/2019,1/17/2019,,,No,,,,,A97405
OF-Fac-Oil-T260-2017-01 01,Letter,Trans Mountain Pipeline ULC,,1/17/2019,1/17/2019,1/17/2019,,,No,,,,,A97426
OF-EI-Oil-ST-P787 01,ROE-173-2019,Prax Inc.,190117.2,1/17/2019,1/17/2019,1/18/2019,12/31/2019,,No,,,,,A97413
OF-Fac-Gas-N081-2018-20 01,Letter,NOVA Gas Transmission Ltd.,190117.1,1/17/2019,1/17/2019,1/17/2019,,,No,,,,,A97416
OF-Fac-Oil-P123-2018-02 01,XO-P123-002-2019,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnership",190117.6,1/17/2019,1/17/2019,1/17/2019,,1/17/2022,No,,,,,A97427
OF-Fac-Oil-P123-2018-02 01,MO-002-2019,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnership",190117.6,1/17/2019,1/17/2019,1/17/2019,,1/17/2022,No,,,,,A97427
OF-Fac-Gas-W102-2018-11 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",190116.3,1/17/2019,1/17/2019,1/17/2019,,,No,,,,,A97371
OF-EI-Oil-ST-P768 01,ROE-174-2019,Petrogas Inc.,190117.4,1/17/2019,1/17/2019,1/18/2019,12/31/2019,,No,,,,,A97430
OF-Fac-Gas-N081-2017-22 01,GPLO-N081-005-2019,NOVA Gas Transmission Ltd.,190116.1,1/16/2019,1/16/2019,1/16/2019,,,No,,,,,A97349
OF-Fac-Gas-N081-2018-03 02,Letter,NOVA Gas Transmission Ltd.,,1/16/2019,1/16/2019,1/16/2019,,,No,,,,,A97331
OF-Fac-Gas-W102-2018-10 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",190116.2,1/16/2019,1/16/2019,1/16/2019,,,No,,,,,A97353
OF-Fac-Gas-W102-2018-12 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",190116.4,1/16/2019,1/16/2019,1/16/2019,,,No,,,,,A97354
OF-Fac-Oil-E101-2015-09 03,AO-002-XO-E101-001-2017,Enbridge Pipelines Inc.,,1/15/2019,1/15/2019,1/15/2019,,,No,,,,,A97332
OF-EI-Oil-ST-E298 01,ROE-172-2019,Eni Trading & Shipping Inc.,190115.1,1/15/2019,1/15/2019,1/16/2019,12/31/2019,,No,,,,,A97316
OF-Fac-Oil-P123-2018-02 01,Letter,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnership",190114.3,1/14/2019,1/14/2019,1/14/2019,,,No,,,,,A97286
OF-EI-Gas-GO-E295 01,AO-001-GO-096-2018,Enbridge Gas Inc.,190114.1,1/14/2019,1/14/2019,1/15/2019,10/29/2020,,No,,,,,A97287
OF-EI-Gas-GOL-E295 01,AO-001-GOL-008-2018,Enbridge Gas Inc.,190114.2,1/14/2019,1/14/2019,1/15/2019,10/31/2019,,No,,,,,A97295
OF-Fac-Gas-N081-2018-02 01,Letter,NOVA Gas Transmission Ltd.,190111.2,1/11/2019,1/11/2019,1/11/2019,,,No,,,,,A97253
OF-Fac-Gas-N081-2018-17 01,XG-N081-001-2019,NOVA Gas Transmission Ltd.,190110.2,1/11/2019,1/11/2019,1/11/2019,,1/11/2022,No,,,,,A97264
OF-Tolls-Group1-T260-2019-01 01,Letter,Trans Mountain Pipeline ULC,190111.1,1/11/2019,1/11/2019,1/11/2019,,,No,,,,,A97256
OF-EI-Gas-GO-E295 01,AO-001-GO-059-2017,Enbridge Gas Inc.,190111.3,1/11/2019,1/11/2019,1/12/2019,6/23/2019,,No,,,,,A97262
OF-EI-Gas-GO-E295 01,AO-001-GO-060-2017,Enbridge Gas Inc.,190111.4,1/11/2019,1/11/2019,1/12/2019,4/4/2019,,No,,,,,A97255
OF-EI-Gas-GO-M136 01,GO-005-2019,Morgan Stanley Capital Group Inc.,190110.4,1/10/2019,1/10/2019,1/11/2019,1/10/2021,,No,,,,,A97218
OF-EI-Gas-GO-M136 01,GO-006-2019,Morgan Stanley Capital Group Inc.,190110.4,1/10/2019,1/10/2019,1/11/2019,1/10/2021,,No,,,,,A97218
OF-Fac-Gas-A159-2017-01 01,AO-001-ZO-A159-003-2017,Alliance Pipeline Ltd.,190110.1,1/10/2019,1/10/2019,1/10/2019,,,No,,,,,A97213
OF-Fac-Gas-N081-2017-22 01,GPLO-N081-003-2019,NOVA Gas Transmission Ltd.,190110.5,1/10/2019,1/10/2019,1/10/2019,,,No,,,,,A97226
OF-Fac-Gas-N081-2018-02 01,GPLO-N081-004-2019,NOVA Gas Transmission Ltd.,190110.6,1/10/2019,1/10/2019,1/10/2019,,,No,,,,,A97219
OF-EI-Gas-GOL-U113 01,GOL-001-2019,Uniper Trading Canada Ltd.,190110.3,1/10/2019,1/10/2019,1/11/2019,10/31/2019,,No,,,,,A97214
OF-EI-Gas-GO-E297 01,GO-004-2019,"EAP Ohio, LLC",190109.1,1/9/2019,1/9/2019,1/10/2019,1/9/2021,,No,,,,,A97143
OF-Fac-Gas-N081-2017-22 01,GPSO-N081-001-2019,NOVA Gas Transmission Ltd.,190108.2,1/8/2019,1/8/2019,1/8/2019,,,No,,,,,A97117
OF-Fac-Gas-N081-2018-11 01,Letter,NOVA Gas Transmission Ltd.,190108.1,1/8/2019,1/8/2019,1/8/2019,,,No,,,,,A97124
OF-Fac-Gas-N081-2018-20 01,Letter,NOVA Gas Transmission Ltd.,190108.4,1/8/2019,1/8/2019,1/8/2019,,,No,,,,,A97126
OF-EI-Gas-PB-ST-E296 01,EPR-076-2019,Eco-Green Energy Transfer Ltd.,190108.3,1/8/2019,1/8/2019,1/9/2019,12/31/2019,,No,,,,,A97115
OF-EI-Gas-GO-N741 01,GO-002-2019,Northland Power Energy Marketing (US) Inc.,190107.1,1/7/2019,1/7/2019,4/1/2019,3/31/2021,,No,,,,,A97087
OF-EI-Gas-GO-N741 01,GO-003-2019,Northland Power Energy Marketing (US) Inc.,190107.1,1/7/2019,1/7/2019,4/1/2019,3/31/2021,,No,,,,,A97087
OF-EI-Gas-GO-P748 01,GO-001-2019,PetroChina International (Canada) Trading Ltd.,190104.1,1/4/2019,1/4/2019,1/4/2019,1/3/2021,,No,,,,,A97051
OF-Fac-Gas-N081-2017-22 01,GPLO-N081-002-2019,NOVA Gas Transmission Ltd.,190103.2,1/3/2019,1/3/2019,1/3/2019,,,No,,,,,A97034
OF-Fac-Gas-N081-2018-05 01,GPLO-N081-001-2019,NOVA Gas Transmission Ltd.,190103.1,1/3/2019,1/3/2019,1/3/2019,,,No,,,,,A97029
OF-Fac-Gas-T211-2017-07 01,Letter,TransCanada PipeLines Limited,190102.1,1/2/2019,1/2/2019,1/2/2019,,,No,,,,,A97017
OF-Fac-Gas-N081-2018-08 01,AO-001-XG-N081-026-2018,NOVA Gas Transmission Ltd.,190102.3,1/2/2019,1/2/2019,1/2/2019,,,No,,,,,A97023
OF-Fac-Gas-N081-2018-08 01,GPMO-N081-001-2019,NOVA Gas Transmission Ltd.,190102.3,1/2/2019,1/2/2019,1/2/2019,,,No,,,,,A97023
OF-Fac-Oil-P123-2018-02 01,XO-P123-001-2019,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnershi",190102.2,1/2/2019,1/2/2019,1/2/2019,,1/2/2020,No,,,,,A97025
OF-Fac-Gas-N081-2018-09 01,GPMO-N081-010-2018,NOVA Gas Transmission Ltd.,181231.1,12/31/2018,12/31/2018,12/31/2018,,,No,,,,,A96999
OF-EI-Gas-GO-U097 01,GO-206-2018,"United Energy Trading Canada, ULC",181228.2,12/28/2018,12/28/2018,1/2/2019,1/1/2021,,No,,,,,A96985
OF-EI-Gas-GO-U097 01,GO-207-2018,"United Energy Trading Canada, ULC",181228.2,12/28/2018,12/28/2018,1/2/2019,1/1/2021,,No,,,,,A96985
OF-EI-Gas-GO-A780 01,GO-205-2018,"Alliance Canada Marketing Ltd. as the General Partner of 
Alliance Canada Marketing L.P.",181228.1,12/28/2018,12/28/2018,12/31/2018,12/30/2020,,No,,,,,A96981
OF-EI-Gas-PB-ST-A111 01,EPR-075-2019,"Alliance Energy Services, LLC",181227.1,12/27/2018,12/27/2018,1/1/2019,12/31/2019,,No,,,,,A96970
OF-Fac-Gas-N081-2018-03 02,Letter,NOVA Gas Transmission Ltd.,181224.2,12/27/2018,12/27/2018,12/27/2018,,,No,,,,,A96984
OF-Fac-Oil-T260-2018-02 01,Letter,Trans Mountain Pipeline ULC,181227.2,12/27/2018,12/27/2018,12/27/2018,,,No,,,,,A96972
OF-EI-Gas-PB-ST-G431 01,EPR-074-2019,"Gibson Energy ULC, Managing Partner of 
Gibson Energy Infrastructure Partnership",181224.1,12/24/2018,12/24/2018,1/1/2019,12/31/2019,,No,,,,,A96957
OF-EI-Gas-PB-ST-G431 01,EBU-061-2019,"Gibson Energy ULC, Managing Partner of 
Gibson Energy Infrastructure Partnership",181224.1,12/24/2018,12/24/2018,1/1/2019,12/31/2019,,No,,,,,A96957
OF-Tolls-Group1-E101-Leg 03,Letter,Enbridge Pipelines Inc.,181221.1,12/21/2018,12/21/2018,12/21/2018,,,No,,,,,A96924
OF-EI-Elec-N737-2018-01 01,AO-002-EPE-332,NS Power Energy Marketing Incorporated,181221.2,12/21/2018,12/21/2018,12/21/2018,3/31/2019,,No,,,,,A96937
OF-Fac-PipeGen-T211 04,Letter,TransCanada PipeLines Limited,,12/21/2018,12/21/2018,12/21/2018,,,No,,,,,A96929
OF-EI-Gas-GO-P340 01,GO-201-2018,Powerex Corp.,181220.1,12/20/2018,12/20/2018,3/1/2019,2/28/2021,,No,,,,,A96867
OF-EI-Gas-GO-P340 01,GO-202-2018,Powerex Corp.,181220.1,12/20/2018,12/20/2018,3/1/2019,2/28/2021,,No,,,,,A96867
OF-Fac-Gas-N081-2017-28 01,GPLO-N081-018-2018,NOVA Gas Transmission Ltd.,181220.3,12/20/2018,12/20/2018,12/20/2018,,,No,,,,,A96871
OF-Fac-Gas-W102-2018-02 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,12/20/2018,12/20/2018,12/20/2018,,,No,,,,,A96857
OF-Tolls-Group1-T260-2018-03 01,Letter,Trans Mountain Pipeline ULC,181220.5,12/20/2018,12/20/2018,12/20/2018,,,No,,,,,A96870
OF-Tolls-Group1-T217-2018-02 01,TO-003-2018,Trans-Northern Pipelines Inc.,181220.4,12/20/2018,12/20/2018,12/20/2018,,,No,,,,,A96868
OF-Surv-OpAud-E236-2018-2019 01,Letter,Emera Brunswick Pipeline Company Ltd.,,12/20/2018,12/20/2018,12/20/2018,,,No,,,,,
OF-EI-Gas-LNG-Y021 01,GO-203-2018,Young YZ International Holding LTD.,181220.2,12/20/2018,12/20/2018,12/21/2018,12/20/2020,,No,,,,,A96873
OF-EI-Gas-LNG-Y021 01,GO-204-2018,Young YZ International Holding LTD.,181220.2,12/20/2018,12/20/2018,12/21/2018,12/20/2020,,No,,,,,A96873
OF-EI-Gas-PB-ST-I145 01,RO-EPR-057-2019,Irving Oil Terminals Inc.,181219.4,12/19/2018,12/19/2018,12/20/2018,,,No,,,,,A96837
OF-EI-Elec-C977-2015-01 01,RO-EPE-399,Chubu TT Energy Management Inc.,181219.7,12/19/2018,12/19/2018,12/19/2018,,,No,,,,,A96842
OF-AF-ACE 01,Letter,National Energy Board,,12/19/2018,12/19/2018,12/19/2018,,,No,,,,,A96835
OF-Tolls-Group2-P384-TFGen 01,Letter,Plains Midstream Canada ULC,,12/19/2018,12/19/2018,12/19/2018,,,No,,,,,A96841
OF-Fac-Gas-N081-2018-14 01,Letter,NOVA Gas Transmission Ltd.,181218.1,12/18/2018,12/19/2018,12/18/2018,,,No,,,,,A96818
OF-EI-Elec-P340-2018-01 01,EPE-441,Powerex Corp.,181219.5,12/19/2018,12/19/2018,5/1/2019,4/30/2029,,No,,,,,A96844
OF-Fac-Gas-N081-2018-15 01,XG-N081-035-2018,NOVA Gas Transmission Ltd.,181219.8,12/19/2018,12/19/2018,12/19/2018,12/19/2021,,No,,,,,A96840
OF-Fac-Oil-T260-2018-02 01,Letter,NOVA Gas Transmission Ltd.,181219.3,12/19/2018,12/19/2018,12/19/2018,,,No,,,,,A96819
OF-Fac-Gas-N081-2018-22 01,Letter,Trans Mountain Pipeline ULC,181219.6,12/19/2018,12/19/2018,12/19/2018,,,No,,,,,A96838
OF-Tolls-TollsGen-RRCE 13,Letter,National Energy Board,181219.2,12/19/2018,12/19/2018,12/19/2018,,,No,,,,,A96846
OF-Fac-PipeGen-T211 04,Letter,TransCanada PipeLines Limited,,12/19/2018,12/19/2018,12/19/2018,,,No,,,,,A96831
OF-EI-Gas-LNG-D178 01,GO-200-2018,DGSC GP Inc.,181219.1,12/19/2018,12/19/2018,12/20/2018,12/19/2020,,No,,,,,A96836
OF-Fac-Oil-T241-2009-01 02,Letter,TransCanada Keystone Pipeline GP Ltd.,,12/18/2018,12/18/2018,12/18/2018,,,No,,,,,A96785
OF-Fac-IPL-N088-2018-01-Leg 01,Letter,New Brunswick Power Corporation,181218.2,12/18/2018,12/18/2018,12/18/2018,,,No,,,,,
OF-Surv-OpAud-E236-2018-2019 01,Letter,Emera Brunswick Pipeline Company Ltd.,,12/18/2018,12/18/2018,12/18/2018,,,No,,,,,
OF-EI-Oil-ST-U097 01,ROE-171-2019,"United Energy Trading Canada, ULC",181217.6,12/17/2018,12/17/2018,1/1/2019,12/31/2019,,No,,,,,A96710
OF-EI-Oil-ST-S836 01,ROE-170-2019,Socar Trading (Canada) Ltd.,181217.5,12/17/2018,12/17/2018,1/1/2019,12/31/2019,,No,,,,,A96702
OF-Fac-Oil-K096-2018-01 01,Letter,Kinder Morgan Utopia Ltd.,181217.9,12/17/2018,12/17/2018,12/17/2018,,,No,,,,,A96711
OF-Fac-Oil-K096-2018-01 01,Letter,Kinder Morgan Utopia Ltd.,181217.1,12/17/2018,12/17/2018,12/17/2018,,,No,,,,,A96723
OF-Fac-Oil-P123-2018-01 01,Letter,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnership",181217.3,12/17/2018,12/17/2018,12/17/2018,,,No,,,,,A96701
OF-Fac-Gas-N081-2018-21 01,Letter,NOVA Gas Transmission Ltd.,181217.8,12/17/2018,12/17/2018,12/17/2018,,,No,,,,,A96709
OF-Tolls-Group1-T201-2018-02 01,TGI-006-2018,Trans QuÇbec and Maritimes Pipeline Inc.,181217.1,12/17/2018,12/17/2018,12/17/2018,,,No,,,,,A96708
OF-Tolls-Group1-W102-2018-06 01,TGI-007-2018,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",181217.7,12/17/2018,12/17/2018,12/17/2018,,,No,,,,,A96717
OF-Fac-Oil-P123-2018-02 01,Letter,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnership",181217.2,12/17/2018,12/17/2018,12/17/2018,,,No,,,,,A96705
OF-EI-Oil-ST-S862 01,ROE-169-2019,SOCAR Trading (North America) LLC,181217.4,12/17/2018,12/17/2018,1/1/2019,12/31/2019,,No,,,,,A96704
OF-Fac-Oil-T241-2009-01 01,Letter,TransCanada Keystone Pipeline GP Ltd.,181214.4,12/14/2018,12/14/2018,12/14/2018,,,No,,,,,A96681
OF-Fac-Oil-T241-2009-01 02,Letter,TransCanada Keystone Pipeline GP Ltd.,,12/14/2018,12/14/2018,12/14/2018,,,No,,,,,A96681
OF-EI-Oil-ST-K074 01,ROE-168-2019,The Kiesel Company,181214.1,12/14/2018,12/14/2018,1/1/2019,12/31/2019,,No,,,,,A96679
OF-Fac-Oil-T260-2018-02 01,Letter,Trans Mountain Pipeline ULC,181214.2,12/14/2018,12/14/2018,12/14/2018,,,No,,,,,A96664
OF-EI-Gas-PB-ST-C1008 01,EPR-073-2019,Canada Doublewood Inc.,181214.3,12/14/2018,12/14/2018,1/1/2019,12/31/2019,,No,,,,,A96680
OF-EI-Gas-PB-ST-C1008 01,EBU-060-2019,Canada Doublewood Inc.,181214.3,12/14/2018,12/14/2018,1/1/2019,12/31/2019,,No,,,,,A96680
OF-Tolls-Group1-T211-2017-04 01,TG-011-2018,TransCanada PipeLines Limited,,12/12/2018,12/13/2018,12/13/2018,,,No,,,,,A96655
OF-Tolls-Group1-T211-2017-04 01,TGI-005-2018,TransCanada PipeLines Limited,,12/12/2018,12/13/2018,12/13/2018,,,No,,,,,A96655
OF-Fac-Gas-S848-2018-01 01,GPLO-S848-017-2018,Steel Reef Pipelines Canada Corp.,181213.1,12/13/2018,12/13/2018,12/13/2018,,,No,,,,,A96648
OF-EI-Oil-ST-C915 01,ROE-167-2019,Chevron Products Company,181212.2,12/12/2018,12/12/2018,1/1/2019,12/31/2019,,No,,,,,A96628
OF-Fac-Gas-S839-2016-02 01,ZO-S839-006-2018,SanLing Energy Ltd.,181212.1,12/12/2018,12/12/2018,12/12/2018,,1/31/2019,No,,,,,A96624
